,matched_numbers,matched_numbers_count
12682,[],0
12683,[],0
12684,['42'],1
12685,['33'],1
12686,['21'],1
12687,['21'],1
12688,['19'],1
12689,[],0
12690,[],0
12691,[],0
12692,[],0
12693,['33'],1
12694,['11'],1
12695,['19'],1
12696,"['19', '21']",2
12697,[],0
12698,[],0
12699,[],0
12700,[],0
12701,[],0
12702,[],0
12703,[],0
12704,[],0
12705,[],0
12706,[],0
12707,['11'],1
12708,[],0
12709,['11'],1
12710,[],0
12711,[],0
12712,['33'],1
12713,['11'],1
12714,['42'],1
12715,['21'],1
12716,[],0
12717,['11'],1
12718,['11'],1
12719,['11'],1
12720,['19'],1
12721,[],0
12722,['19'],1
12723,[],0
12724,['21'],1
12725,[],0
12726,['11'],1
12727,[],0
12728,[],0
12729,[],0
12730,"['11', '33']",2
12731,['11'],1
12732,"['33', '42']",2
12733,[],0
12734,"['21', '42']",2
12735,[],0
12736,[],0
12737,"['33', '42']",2
12738,['42'],1
12739,['33'],1
12740,[],0
12741,[],0
12742,['11'],1
12743,['33'],1
12744,[],0
12745,['33'],1
12746,[],0
12747,['19'],1
12748,['21'],1
12749,[],0
12750,[],0
12751,['11'],1
12752,"['19', '21']",2
12753,"['11', '19']",2
12754,['33'],1
12755,['11'],1
12756,[],0
12757,['42'],1
12758,[],0
12759,[],0
12760,[],0
12761,[],0
12762,[],0
12763,"['11', '33']",2
12764,[],0
12765,['33'],1
12766,[],0
12767,['42'],1
12768,[],0
12769,[],0
12770,[],0
12771,[],0
12772,['21'],1
12773,[],0
12774,[],0
12775,[],0
12776,['21'],1
12777,['42'],1
12778,[],0
12779,"['19', '21']",2
12780,['21'],1
12781,['11'],1
12782,[],0
12783,[],0
12784,['19'],1
12785,"['21', '33']",2
12786,[],0
12787,"['11', '33']",2
12788,"['11', '21']",2
12789,['33'],1
12790,[],0
12791,"['33', '42']",2
12792,[],0
12793,[],0
12794,[],0
12795,[],0
12796,[],0
12797,[],0
12798,[],0
12799,['19'],1
12800,['11'],1
12801,"['11', '21']",2
12802,[],0
12803,"['11', '19']",2
12804,[],0
12805,[],0
12806,[],0
12807,['42'],1
12808,['19'],1
12809,[],0
12810,['11'],1
12811,[],0
12812,['11'],1
12813,['19'],1
12814,['33'],1
12815,[],0
12816,[],0
12817,['11'],1
12818,"['11', '19']",2
12819,[],0
12820,[],0
12821,[],0
12822,[],0
12823,[],0
12824,['21'],1
12825,[],0
12826,[],0
12827,['19'],1
12828,"['11', '21', '33']",3
12829,[],0
12830,[],0
12831,['21'],1
12832,['21'],1
12833,[],0
12834,[],0
12835,[],0
12836,[],0
12837,[],0
12838,[],0
12839,[],0
12840,[],0
12841,[],0
12842,['21'],1
12843,[],0
12844,[],0
12845,[],0
12846,[],0
12847,['11'],1
12848,['42'],1
12849,['21'],1
12850,['33'],1
12851,['42'],1
12852,[],0
12853,['21'],1
12854,[],0
12855,['42'],1
12856,['21'],1
12857,[],0
12858,[],0
12859,[],0
12860,[],0
12861,[],0
12862,['42'],1
12863,"['21', '42']",2
12864,[],0
12865,[],0
12866,['19'],1
12867,['33'],1
12868,[],0
12869,['42'],1
12870,[],0
12871,[],0
12872,[],0
12873,[],0
12874,[],0
12875,"['21', '33']",2
12876,['33'],1
12877,['33'],1
12878,['33'],1
12879,['19'],1
12880,[],0
12881,[],0
12882,[],0
12883,[],0
12884,"['19', '33']",2
12885,[],0
12886,[],0
12887,['33'],1
12888,['42'],1
12889,[],0
12890,[],0
12891,[],0
12892,[],0
12893,['33'],1
12894,"['11', '19', '42']",3
12895,[],0
12896,[],0
12897,[],0
12898,"['19', '33']",2
12899,['19'],1
12900,[],0
12901,['33'],1
12902,[],0
12903,[],0
12904,['11'],1
12905,"['11', '21']",2
12906,['19'],1
12907,['21'],1
12908,[],0
12909,['42'],1
12910,['42'],1
12911,['33'],1
12912,[],0
12913,[],0
12914,['19'],1
12915,[],0
12916,[],0
12917,[],0
12918,['42'],1
12919,[],0
12920,['42'],1
12921,[],0
12922,['21'],1
12923,[],0
12924,['19'],1
12925,['19'],1
12926,[],0
12927,[],0
12928,['19'],1
12929,[],0
12930,[],0
12931,['42'],1
12932,[],0
12933,[],0
12934,[],0
12935,[],0
12936,[],0
12937,[],0
12938,"['11', '42']",2
12939,[],0
12940,[],0
12941,[],0
12942,[],0
12943,[],0
12944,['19'],1
12945,"['33', '42']",2
12946,[],0
12947,[],0
12948,[],0
12949,[],0
12950,['42'],1
12951,[],0
12952,[],0
12953,[],0
12954,['11'],1
12955,"['11', '21']",2
12956,[],0
12957,['21'],1
12958,[],0
12959,[],0
12960,['11'],1
12961,['21'],1
12962,['19'],1
12963,[],0
12964,['21'],1
12965,[],0
12966,[],0
12967,['19'],1
12968,[],0
12969,[],0
12970,['33'],1
12971,['11'],1
12972,[],0
12973,['42'],1
12974,['19'],1
12975,[],0
12976,"['21', '33']",2
12977,"['11', '33']",2
12978,[],0
12979,[],0
12980,['33'],1
12981,[],0
12982,['21'],1
12983,[],0
12984,[],0
12985,[],0
12986,[],0
12987,[],0
12988,[],0
12989,['42'],1
12990,['21'],1
12991,['33'],1
12992,[],0
12993,['21'],1
12994,[],0
12995,['19'],1
12996,[],0
12997,['33'],1
12998,['33'],1
12999,['19'],1
13000,['11'],1
13001,"['11', '19']",2
13002,"['11', '21']",2
13003,['33'],1
13004,[],0
13005,[],0
13006,[],0
13007,[],0
13008,[],0
13009,['19'],1
13010,[],0
13011,['21'],1
13012,[],0
13013,['11'],1
13014,[],0
13015,[],0
13016,"['19', '33']",2
13017,[],0
13018,[],0
13019,[],0
13020,['19'],1
13021,[],0
13022,['11'],1
13023,['19'],1
13024,['11'],1
13025,['19'],1
13026,['19'],1
13027,"['11', '19']",2
13028,['11'],1
13029,[],0
13030,['11'],1
13031,[],0
13032,['42'],1
13033,[],0
13034,['33'],1
13035,['11'],1
13036,"['11', '33']",2
13037,[],0
13038,"['11', '19']",2
13039,['21'],1
13040,[],0
13041,"['11', '19']",2
13042,"['11', '19']",2
13043,"['11', '19']",2
13044,"['11', '19']",2
13045,[],0
13046,"['33', '42']",2
13047,['11'],1
13048,[],0
13049,[],0
13050,[],0
13051,[],0
13052,"['11', '19', '42']",3
13053,[],0
13054,['19'],1
13055,['11'],1
13056,['11'],1
13057,[],0
13058,['11'],1
13059,['11'],1
13060,['11'],1
13061,['11'],1
13062,[],0
13063,[],0
13064,[],0
13065,['19'],1
13066,[],0
13067,[],0
13068,[],0
13069,"['11', '19']",2
13070,[],0
13071,['11'],1
13072,['11'],1
13073,['21'],1
13074,['19'],1
13075,[],0
13076,['11'],1
13077,['11'],1
13078,[],0
13079,"['33', '42']",2
13080,['11'],1
13081,['21'],1
13082,[],0
13083,[],0
13084,['11'],1
13085,['11'],1
13086,['21'],1
13087,[],0
13088,['42'],1
13089,"['11', '42']",2
13090,['33'],1
13091,['11'],1
13092,[],0
13093,"['11', '19']",2
13094,"['19', '33']",2
13095,['11'],1
13096,[],0
13097,['33'],1
13098,[],0
13099,[],0
13100,[],0
13101,['21'],1
13102,['21'],1
13103,[],0
13104,[],0
13105,[],0
13106,[],0
13107,[],0
13108,[],0
13109,[],0
13110,[],0
13111,[],0
13112,['42'],1
13113,[],0
13114,[],0
13115,[],0
13116,[],0
13117,[],0
13118,"['19', '33']",2
13119,[],0
13120,[],0
13121,[],0
13122,[],0
13123,['19'],1
13124,['11'],1
13125,[],0
13126,[],0
13127,['33'],1
13128,[],0
13129,[],0
13130,[],0
13131,[],0
13132,"['11', '19']",2
13133,"['11', '19']",2
13134,[],0
13135,['33'],1
13136,['11'],1
13137,[],0
13138,"['11', '19']",2
13139,[],0
13140,[],0
13141,[],0
13142,[],0
13143,[],0
13144,['21'],1
13145,['33'],1
13146,['21'],1
13147,[],0
13148,['33'],1
13149,[],0
13150,['21'],1
13151,['33'],1
13152,['19'],1
13153,['11'],1
13154,['21'],1
13155,[],0
13156,[],0
13157,[],0
13158,['19'],1
13159,[],0
13160,['33'],1
13161,[],0
13162,[],0
13163,['19'],1
13164,['33'],1
13165,['11'],1
13166,[],0
13167,[],0
13168,[],0
13169,[],0
13170,[],0
13171,[],0
13172,[],0
13173,[],0
13174,[],0
13175,[],0
13176,['33'],1
13177,[],0
13178,['21'],1
13179,[],0
13180,['42'],1
13181,[],0
13182,['21'],1
13183,[],0
13184,[],0
13185,['11'],1
13186,"['11', '21', '33']",3
13187,"['11', '21']",2
13188,[],0
13189,['19'],1
13190,['11'],1
13191,['19'],1
13192,['42'],1
13193,[],0
13194,['19'],1
13195,['33'],1
13196,['11'],1
13197,[],0
13198,[],0
13199,"['19', '21']",2
13200,[],0
13201,['42'],1
13202,"['11', '33', '42']",3
13203,['19'],1
13204,[],0
13205,[],0
13206,['42'],1
13207,[],0
13208,['42'],1
13209,[],0
13210,['33'],1
13211,['11'],1
13212,[],0
13213,[],0
13214,[],0
13215,['21'],1
13216,"['21', '33']",2
13217,['11'],1
13218,[],0
13219,['19'],1
13220,['21'],1
13221,[],0
13222,[],0
13223,"['11', '19']",2
13224,[],0
13225,['21'],1
13226,[],0
13227,[],0
13228,[],0
13229,"['19', '33']",2
13230,[],0
13231,[],0
13232,[],0
13233,[],0
13234,"['33', '42']",2
13235,[],0
13236,[],0
13237,['19'],1
13238,[],0
13239,['11'],1
13240,[],0
13241,['33'],1
13242,['19'],1
13243,['19'],1
13244,[],0
13245,['19'],1
13246,[],0
13247,[],0
13248,[],0
13249,[],0
13250,[],0
13251,[],0
13252,[],0
13253,['19'],1
13254,[],0
13255,['11'],1
13256,[],0
13257,"['19', '33']",2
13258,[],0
13259,[],0
13260,['33'],1
13261,['33'],1
13262,[],0
13263,[],0
13264,['19'],1
13265,['42'],1
13266,['19'],1
13267,['21'],1
13268,[],0
13269,['19'],1
13270,[],0
13271,[],0
13272,['11'],1
13273,[],0
13274,[],0
13275,[],0
13276,[],0
13277,['21'],1
13278,['21'],1
13279,['21'],1
13280,['21'],1
13281,[],0
13282,[],0
13283,[],0
13284,[],0
13285,['19'],1
13286,[],0
13287,['19'],1
13288,[],0
13289,['21'],1
13290,[],0
13291,[],0
13292,[],0
13293,['19'],1
13294,"['19', '21']",2
13295,[],0
13296,[],0
13297,['11'],1
13298,[],0
13299,[],0
13300,[],0
13301,[],0
13302,['42'],1
13303,[],0
13304,[],0
13305,[],0
13306,"['21', '42']",2
13307,[],0
13308,[],0
13309,[],0
13310,['33'],1
13311,[],0
13312,"['19', '21', '33', '42']",4
13313,"['21', '33']",2
13314,['11'],1
13315,[],0
13316,[],0
13317,[],0
13318,['42'],1
13319,['11'],1
13320,[],0
13321,['19'],1
13322,[],0
13323,['21'],1
13324,['42'],1
13325,[],0
13326,[],0
13327,['21'],1
13328,[],0
13329,[],0
13330,[],0
13331,[],0
13332,['11'],1
13333,[],0
13334,[],0
13335,[],0
13336,"['21', '33']",2
13337,"['33', '42']",2
13338,['19'],1
13339,[],0
13340,[],0
13341,[],0
13342,[],0
13343,"['11', '19']",2
13344,['21'],1
13345,"['33', '42']",2
13346,[],0
13347,[],0
13348,[],0
13349,[],0
13350,[],0
13351,[],0
13352,[],0
13353,['11'],1
13354,['19'],1
13355,['19'],1
13356,['42'],1
13357,[],0
13358,[],0
13359,['11'],1
13360,[],0
13361,[],0
13362,[],0
13363,[],0
13364,['42'],1
13365,"['21', '42']",2
13366,['19'],1
13367,[],0
13368,['19'],1
13369,[],0
13370,[],0
13371,['42'],1
13372,[],0
13373,[],0
13374,[],0
13375,[],0
13376,[],0
13377,[],0
13378,[],0
13379,['11'],1
13380,['33'],1
13381,[],0
13382,['33'],1
13383,[],0
13384,['42'],1
13385,[],0
13386,[],0
13387,[],0
13388,[],0
13389,['21'],1
13390,['21'],1
13391,['19'],1
13392,['42'],1
13393,[],0
13394,['11'],1
13395,[],0
13396,['19'],1
13397,[],0
13398,[],0
13399,['19'],1
13400,"['21', '42']",2
13401,['42'],1
13402,['11'],1
13403,['11'],1
13404,[],0
13405,['19'],1
13406,['21'],1
13407,['42'],1
13408,['21'],1
13409,['42'],1
13410,[],0
13411,[],0
13412,[],0
13413,[],0
13414,"['19', '42']",2
13415,[],0
13416,[],0
13417,[],0
13418,[],0
13419,[],0
13420,[],0
13421,['42'],1
13422,['42'],1
13423,[],0
13424,[],0
13425,[],0
13426,['11'],1
13427,[],0
13428,"['19', '42']",2
13429,['19'],1
13430,[],0
13431,['42'],1
13432,['33'],1
13433,[],0
13434,['19'],1
13435,['33'],1
13436,['42'],1
13437,[],0
13438,['19'],1
13439,['19'],1
13440,[],0
13441,['21'],1
13442,['19'],1
13443,[],0
13444,['11'],1
13445,[],0
13446,"['21', '33']",2
13447,['21'],1
13448,['11'],1
13449,[],0
13450,[],0
13451,['42'],1
13452,"['21', '42']",2
13453,['11'],1
13454,[],0
13455,[],0
13456,['11'],1
13457,[],0
13458,[],0
13459,['19'],1
13460,['42'],1
13461,"['21', '42']",2
13462,['42'],1
13463,[],0
13464,[],0
13465,['21'],1
13466,[],0
13467,['19'],1
13468,[],0
13469,[],0
13470,[],0
13471,[],0
13472,['19'],1
13473,['19'],1
13474,['21'],1
13475,[],0
13476,['19'],1
13477,[],0
13478,[],0
13479,['42'],1
13480,['19'],1
13481,['19'],1
13482,['19'],1
13483,['19'],1
13484,[],0
13485,['33'],1
13486,[],0
13487,['21'],1
13488,[],0
13489,['21'],1
13490,['11'],1
13491,['42'],1
13492,[],0
13493,[],0
13494,['21'],1
13495,[],0
13496,['11'],1
13497,['33'],1
13498,[],0
13499,"['11', '21']",2
13500,['19'],1
13501,[],0
13502,['19'],1
13503,[],0
13504,[],0
13505,['21'],1
13506,['11'],1
13507,['21'],1
13508,[],0
13509,['11'],1
13510,[],0
13511,['33'],1
13512,[],0
13513,['19'],1
13514,['42'],1
13515,[],0
13516,[],0
13517,[],0
13518,['19'],1
13519,['33'],1
13520,[],0
13521,"['19', '33']",2
13522,['11'],1
13523,['33'],1
13524,[],0
13525,"['21', '33', '42']",3
13526,[],0
13527,[],0
13528,['33'],1
13529,[],0
13530,['42'],1
13531,[],0
13532,['19'],1
13533,['19'],1
13534,['33'],1
13535,['33'],1
13536,['33'],1
13537,[],0
13538,[],0
13539,['42'],1
13540,[],0
13541,[],0
13542,[],0
13543,['33'],1
13544,[],0
13545,[],0
13546,['21'],1
13547,[],0
13548,"['21', '33']",2
13549,[],0
13550,['42'],1
13551,[],0
13552,[],0
13553,['21'],1
13554,"['19', '42']",2
13555,"['21', '33', '42']",3
13556,"['19', '21']",2
13557,[],0
13558,[],0
13559,['11'],1
13560,['11'],1
13561,['33'],1
13562,[],0
13563,[],0
13564,['19'],1
13565,"['21', '33']",2
13566,['21'],1
13567,"['19', '21']",2
13568,['21'],1
13569,['21'],1
13570,"['21', '33']",2
13571,"['19', '21']",2
13572,['21'],1
13573,['21'],1
13574,"['19', '21', '33']",3
13575,['21'],1
13576,['21'],1
13577,['21'],1
13578,['21'],1
13579,['21'],1
13580,[],0
13581,['11'],1
13582,[],0
13583,[],0
13584,['19'],1
13585,['42'],1
13586,[],0
13587,['11'],1
13588,[],0
13589,['19'],1
13590,[],0
13591,[],0
13592,['42'],1
13593,[],0
13594,[],0
13595,['19'],1
13596,[],0
13597,[],0
13598,['21'],1
13599,[],0
13600,['19'],1
13601,"['33', '42']",2
13602,[],0
13603,[],0
13604,['33'],1
13605,[],0
13606,[],0
13607,['21'],1
13608,"['19', '33']",2
13609,[],0
13610,[],0
13611,['21'],1
13612,[],0
13613,[],0
13614,"['19', '33']",2
13615,[],0
13616,[],0
13617,"['19', '33']",2
13618,[],0
13619,[],0
13620,"['19', '42']",2
13621,['19'],1
13622,[],0
13623,['19'],1
13624,"['11', '21']",2
13625,['33'],1
13626,[],0
13627,['21'],1
13628,[],0
13629,"['11', '21']",2
13630,"['19', '33']",2
13631,['11'],1
13632,['19'],1
13633,[],0
13634,['21'],1
13635,[],0
13636,[],0
13637,['33'],1
13638,[],0
13639,['21'],1
13640,['11'],1
13641,['11'],1
13642,[],0
13643,[],0
13644,[],0
13645,[],0
13646,[],0
13647,[],0
13648,[],0
13649,[],0
13650,[],0
13651,[],0
13652,[],0
13653,[],0
13654,[],0
13655,"['11', '19', '33']",3
13656,[],0
13657,['19'],1
13658,['11'],1
13659,"['19', '42']",2
13660,['11'],1
13661,['42'],1
13662,[],0
13663,[],0
13664,[],0
13665,"['11', '42']",2
13666,"['11', '33']",2
13667,[],0
13668,[],0
13669,['19'],1
13670,[],0
13671,['33'],1
13672,['19'],1
13673,[],0
13674,"['33', '42']",2
13675,['11'],1
13676,['21'],1
13677,[],0
13678,"['19', '21']",2
13679,['11'],1
13680,['21'],1
13681,[],0
13682,[],0
13683,[],0
13684,[],0
13685,[],0
13686,[],0
13687,['42'],1
13688,['33'],1
13689,[],0
13690,[],0
13691,[],0
13692,[],0
13693,[],0
13694,['11'],1
13695,[],0
13696,[],0
13697,"['11', '19', '42']",3
13698,[],0
13699,[],0
13700,[],0
13701,['21'],1
13702,['19'],1
13703,['11'],1
13704,[],0
13705,[],0
13706,[],0
13707,[],0
13708,[],0
13709,['11'],1
13710,[],0
13711,['19'],1
13712,['19'],1
13713,['11'],1
13714,[],0
13715,[],0
13716,['19'],1
13717,['11'],1
13718,[],0
13719,"['11', '33']",2
13720,['42'],1
13721,[],0
13722,['42'],1
13723,[],0
13724,['21'],1
13725,['11'],1
13726,[],0
13727,['11'],1
13728,['42'],1
13729,['19'],1
13730,"['11', '33']",2
13731,['42'],1
13732,['11'],1
13733,[],0
13734,['33'],1
13735,['33'],1
13736,['42'],1
13737,['33'],1
13738,[],0
13739,['42'],1
13740,['33'],1
13741,['21'],1
13742,[],0
13743,[],0
13744,['42'],1
13745,['33'],1
13746,[],0
13747,[],0
13748,['42'],1
13749,[],0
13750,[],0
13751,[],0
13752,['42'],1
13753,"['19', '42']",2
13754,[],0
13755,"['33', '42']",2
13756,[],0
13757,['11'],1
13758,[],0
13759,['33'],1
13760,[],0
13761,[],0
13762,[],0
13763,['11'],1
13764,[],0
13765,['21'],1
13766,[],0
13767,[],0
13768,[],0
13769,[],0
13770,['33'],1
13771,['42'],1
13772,"['11', '33']",2
13773,['11'],1
13774,['11'],1
13775,[],0
13776,['33'],1
13777,['19'],1
13778,[],0
13779,[],0
13780,"['11', '21']",2
13781,[],0
13782,[],0
13783,[],0
13784,[],0
13785,"['11', '42']",2
13786,['21'],1
13787,[],0
13788,[],0
13789,['21'],1
13790,['33'],1
13791,[],0
13792,['33'],1
13793,[],0
13794,['19'],1
13795,[],0
13796,['33'],1
13797,[],0
13798,['21'],1
13799,[],0
13800,['33'],1
13801,"['19', '42']",2
13802,[],0
13803,['11'],1
13804,[],0
13805,['42'],1
13806,[],0
13807,"['19', '21', '33']",3
13808,[],0
13809,['11'],1
13810,"['21', '42']",2
13811,[],0
13812,[],0
13813,['21'],1
13814,[],0
13815,[],0
13816,['11'],1
13817,['33'],1
13818,[],0
13819,[],0
13820,[],0
13821,[],0
13822,[],0
13823,[],0
13824,['19'],1
13825,['21'],1
13826,['21'],1
13827,[],0
13828,['33'],1
13829,[],0
13830,['11'],1
13831,['11'],1
13832,['19'],1
13833,[],0
13834,['42'],1
13835,[],0
13836,[],0
13837,['19'],1
13838,[],0
13839,"['11', '33']",2
13840,[],0
13841,[],0
13842,"['21', '42']",2
13843,[],0
13844,"['21', '33']",2
13845,['33'],1
13846,[],0
13847,"['21', '42']",2
13848,[],0
13849,[],0
13850,[],0
13851,['21'],1
13852,['11'],1
13853,['11'],1
13854,[],0
13855,[],0
13856,[],0
13857,[],0
13858,['21'],1
13859,[],0
13860,['19'],1
13861,['19'],1
13862,[],0
13863,['21'],1
13864,['33'],1
13865,['11'],1
13866,[],0
13867,['11'],1
13868,[],0
13869,[],0
13870,['11'],1
13871,['11'],1
13872,['21'],1
13873,['42'],1
13874,"['11', '33']",2
13875,['21'],1
13876,[],0
13877,[],0
13878,['33'],1
13879,[],0
13880,[],0
13881,[],0
13882,[],0
13883,['11'],1
13884,['42'],1
13885,['19'],1
13886,['11'],1
13887,[],0
13888,['19'],1
13889,[],0
13890,"['21', '42']",2
13891,[],0
13892,"['11', '33']",2
13893,['42'],1
13894,[],0
13895,[],0
13896,[],0
13897,['19'],1
13898,[],0
13899,['21'],1
13900,"['21', '33']",2
13901,[],0
13902,[],0
13903,[],0
13904,[],0
13905,[],0
13906,['11'],1
13907,[],0
13908,['11'],1
13909,[],0
13910,[],0
13911,['33'],1
13912,['42'],1
13913,[],0
13914,['33'],1
13915,[],0
13916,['42'],1
13917,['21'],1
13918,['33'],1
13919,['19'],1
13920,[],0
13921,['42'],1
13922,[],0
13923,[],0
13924,"['11', '19', '42']",3
13925,[],0
13926,[],0
13927,[],0
13928,[],0
13929,[],0
13930,[],0
13931,['42'],1
13932,[],0
13933,[],0
13934,[],0
13935,[],0
13936,['11'],1
13937,[],0
13938,['42'],1
13939,['21'],1
13940,[],0
13941,['33'],1
13942,[],0
13943,[],0
13944,[],0
13945,['21'],1
13946,"['19', '33']",2
13947,['19'],1
13948,['21'],1
13949,[],0
13950,[],0
13951,['19'],1
13952,['11'],1
13953,['42'],1
13954,[],0
13955,[],0
13956,[],0
13957,[],0
13958,"['11', '21']",2
13959,"['19', '42']",2
13960,[],0
13961,[],0
13962,[],0
13963,[],0
13964,['33'],1
13965,['19'],1
13966,['42'],1
13967,[],0
13968,['42'],1
13969,[],0
13970,['21'],1
13971,[],0
13972,['42'],1
13973,[],0
13974,[],0
13975,['11'],1
13976,[],0
13977,['19'],1
13978,['21'],1
13979,['11'],1
13980,['42'],1
13981,[],0
13982,['11'],1
13983,['11'],1
13984,[],0
13985,[],0
13986,[],0
13987,[],0
13988,[],0
13989,[],0
13990,['42'],1
13991,['19'],1
13992,[],0
13993,['42'],1
13994,['33'],1
13995,[],0
13996,[],0
13997,[],0
13998,[],0
13999,[],0
14000,[],0
14001,"['11', '19']",2
14002,[],0
14003,[],0
14004,[],0
14005,[],0
14006,[],0
14007,[],0
14008,"['11', '21']",2
14009,[],0
14010,['11'],1
14011,['19'],1
14012,[],0
14013,[],0
14014,[],0
14015,['21'],1
14016,[],0
14017,[],0
14018,[],0
14019,['11'],1
14020,['42'],1
14021,[],0
14022,[],0
14023,['42'],1
14024,[],0
14025,[],0
14026,[],0
14027,[],0
14028,['21'],1
14029,['11'],1
14030,[],0
14031,[],0
14032,[],0
14033,"['11', '21']",2
14034,[],0
14035,[],0
14036,[],0
14037,['11'],1
14038,[],0
14039,[],0
14040,['19'],1
14041,[],0
14042,['21'],1
14043,['42'],1
14044,['42'],1
14045,[],0
14046,[],0
14047,[],0
14048,['42'],1
14049,[],0
14050,['42'],1
14051,[],0
14052,['33'],1
14053,[],0
14054,['33'],1
14055,[],0
14056,[],0
14057,[],0
14058,['42'],1
14059,[],0
14060,[],0
14061,['42'],1
14062,['33'],1
14063,"['11', '21']",2
14064,[],0
14065,[],0
14066,[],0
14067,[],0
14068,['42'],1
14069,[],0
14070,"['11', '19']",2
14071,['33'],1
14072,['21'],1
14073,[],0
14074,[],0
14075,[],0
14076,[],0
14077,['21'],1
14078,[],0
14079,[],0
14080,['21'],1
14081,['42'],1
14082,['33'],1
14083,"['19', '42']",2
14084,[],0
14085,[],0
14086,['11'],1
14087,[],0
14088,['42'],1
14089,['42'],1
14090,[],0
14091,[],0
14092,['33'],1
14093,[],0
14094,[],0
14095,['42'],1
14096,[],0
14097,['42'],1
14098,['42'],1
14099,[],0
14100,[],0
14101,['33'],1
14102,[],0
14103,['42'],1
14104,[],0
14105,[],0
14106,[],0
14107,['33'],1
14108,[],0
14109,['21'],1
14110,['42'],1
14111,[],0
14112,[],0
14113,[],0
14114,['21'],1
14115,[],0
14116,['19'],1
14117,[],0
14118,[],0
14119,[],0
14120,['33'],1
14121,[],0
14122,"['33', '42']",2
14123,['19'],1
14124,['11'],1
14125,[],0
14126,[],0
14127,[],0
14128,['11'],1
14129,"['33', '42']",2
14130,['19'],1
14131,[],0
14132,[],0
14133,"['21', '42']",2
14134,[],0
14135,[],0
14136,"['11', '19']",2
14137,['33'],1
14138,[],0
14139,[],0
14140,[],0
14141,['21'],1
14142,[],0
14143,[],0
14144,['33'],1
14145,[],0
14146,[],0
14147,['42'],1
14148,['11'],1
14149,[],0
14150,[],0
14151,[],0
14152,['21'],1
14153,[],0
14154,[],0
14155,[],0
14156,[],0
14157,[],0
14158,"['11', '42']",2
14159,[],0
14160,[],0
14161,['11'],1
14162,[],0
14163,['42'],1
14164,"['11', '42']",2
14165,"['11', '19']",2
14166,[],0
14167,['33'],1
14168,[],0
14169,[],0
14170,['33'],1
14171,[],0
14172,['11'],1
14173,[],0
14174,['42'],1
14175,[],0
14176,['33'],1
14177,[],0
14178,['11'],1
14179,[],0
14180,"['33', '42']",2
14181,[],0
14182,['11'],1
14183,[],0
14184,['42'],1
14185,['19'],1
14186,['42'],1
14187,[],0
14188,"['21', '42']",2
14189,[],0
14190,[],0
14191,[],0
14192,[],0
14193,[],0
14194,"['11', '19']",2
14195,['11'],1
14196,[],0
14197,['11'],1
14198,[],0
14199,['19'],1
14200,['42'],1
14201,[],0
14202,['11'],1
14203,['21'],1
14204,['11'],1
14205,['33'],1
14206,[],0
14207,['33'],1
14208,[],0
14209,['21'],1
14210,[],0
14211,[],0
14212,[],0
14213,['42'],1
14214,['33'],1
14215,['11'],1
14216,['19'],1
14217,['21'],1
14218,['11'],1
14219,[],0
14220,[],0
14221,['21'],1
14222,['21'],1
14223,['42'],1
14224,[],0
14225,[],0
14226,[],0
14227,[],0
14228,['19'],1
14229,['19'],1
14230,"['19', '42']",2
14231,['21'],1
14232,[],0
14233,[],0
14234,[],0
14235,['33'],1
14236,[],0
14237,"['19', '33']",2
14238,[],0
14239,[],0
14240,['33'],1
14241,[],0
14242,[],0
14243,[],0
14244,['42'],1
14245,['21'],1
14246,[],0
14247,[],0
14248,['33'],1
14249,['33'],1
14250,[],0
14251,[],0
14252,[],0
14253,"['21', '33']",2
14254,[],0
14255,[],0
14256,[],0
14257,['42'],1
14258,['19'],1
14259,[],0
14260,['11'],1
14261,[],0
14262,[],0
14263,[],0
14264,[],0
14265,"['11', '19']",2
14266,['21'],1
14267,[],0
14268,[],0
14269,['42'],1
14270,"['11', '42']",2
14271,[],0
14272,[],0
14273,[],0
14274,[],0
14275,[],0
14276,['42'],1
14277,['19'],1
14278,[],0
14279,[],0
14280,"['11', '19']",2
14281,[],0
14282,[],0
14283,[],0
14284,[],0
14285,[],0
14286,['42'],1
14287,['42'],1
14288,[],0
14289,[],0
14290,['11'],1
14291,['11'],1
14292,['11'],1
14293,['11'],1
14294,[],0
14295,['19'],1
14296,['33'],1
14297,['11'],1
14298,"['19', '42']",2
14299,[],0
14300,"['11', '21']",2
14301,[],0
14302,[],0
14303,[],0
14304,[],0
14305,['42'],1
14306,[],0
14307,[],0
14308,['33'],1
14309,[],0
14310,[],0
14311,[],0
14312,['21'],1
14313,[],0
14314,['33'],1
14315,[],0
14316,[],0
14317,[],0
14318,['33'],1
14319,[],0
14320,[],0
14321,['33'],1
14322,[],0
14323,['11'],1
14324,[],0
14325,['21'],1
14326,['33'],1
14327,[],0
14328,[],0
14329,['33'],1
14330,['42'],1
14331,['11'],1
14332,[],0
14333,"['33', '42']",2
14334,"['21', '42']",2
14335,"['11', '42']",2
14336,[],0
14337,['42'],1
14338,"['19', '21']",2
14339,['21'],1
14340,"['11', '19', '21', '42']",4
14341,"['11', '21', '42']",3
14342,"['19', '21']",2
14343,"['11', '42']",2
14344,['19'],1
14345,[],0
14346,['19'],1
14347,['21'],1
14348,[],0
14349,['21'],1
14350,[],0
14351,[],0
14352,[],0
14353,['19'],1
14354,['33'],1
14355,"['33', '42']",2
14356,['19'],1
